CountryName,CountryCode,Year,"Charges for the use of intellectual property, payments (BoP, current US$)","Charges for the use of intellectual property, receipts (BoP, current US$)",High-technology exports (% of manufactured exports),Hightechexports,Patentnonresidents,Patentresidents,Rdexpenditure,Researchers in R&D (per million people),Scientific and technical journal articles,Technicians in R&D (per million people),"Trademark applications, direct nonresident","Trademark applications, direct resident","Trademark applications, total"
Pacific island small states,PSS,1981,0,0,0,0,0,0,0,0,0,0,0,0,0
Russian Federation,RUS,2016,4997360000,547760000,10.71924577,6639582547,14792,26795,0,0,59133.5,0,24293,41529,65822
Singapore,SGP,1971,0,0,0,0,334,2,0,0,0,0,1828,965,2793
San Marino,SMR,1985,0,0,0,0,0,0,0,0,0,0,1423,0,1423
Somalia,SOM,1963,0,0,0,0,0,0,0,0,0,0,28,0,28
Sao Tome and Principe,STP,2001,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,2003,0,0,0,0,0,0,0,0,5,0,0,0,0
East Asia & Pacific (IDA & IBRD countries),TEA,1998,1008578844,70209340.48,29.1196526,0,50152,14852,0.630083359,369.7829807,0,0,60605,149147,209752
Togo,TGO,1985,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America & the Caribbean (IDA & IBRD countries),TLA,2009,6263285506,679931707.5,11.60080282,44052829276,41978,6316,0.76027498,482.8820609,67048.60995,383.6831269,116615,291990,441597
Trinidad and Tobago,TTO,2009,0,0,0.243316079,3252578,0,0,0.05679,0,210.4,0,0,0,0
Tunisia,TUN,1971,0,0,0,0,206,9,0,0,0,0,323,45,368
Turkey,TUR,2017,767000000,9000000,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,2010,1941103069,113985144.6,4.625784115,1855317578,5562,821,0.7365,362.63022,7651.6,104.79355,12509,18040,30549
Armenia,ARM,2016,0,0,5.938609289,21142634,1,125,0,0,521,0,2745,1261,4006
Belgium,BEL,2015,3335164946,3202768176,13.02287353,38855955864,148,949,2.45668,4875.33622,16851.8,0,3955,20661,24616
Bulgaria,BGR,1966,0,0,0,0,423,1084,0,0,0,0,446,56,502
Bahrain,BHR,1995,0,0,2.632504778,16248895,0,0,0,0,0,0,1471,170,1641
Bolivia,BOL,2007,16187000,2005000,4.679168788,15413394,0,0,0,0,82,0,4208,1873,6081
Barbados,BRB,1980,2050000,350000,0,0,44,0,0,0,0,0,304,43,347
Brunei Darussalam,BRN,2000,0,0,0,0,21,0,0,0,0,0,1392,31,1423
Central Europe and the Baltics,CEB,1993,84146420.63,40065031.45,3.519217682,0,8566,8147,0,0,0,0,76925,24299,101224
Switzerland,CHE,2013,11768931824,18613011386,26.5137543,53294077946,631,1525,0,0,21877.8,0,17435,11433,28868
Switzerland,CHE,1982,0,0,0,0,3637,3845,0,0,0,0,1993,2952,4945
Cameroon,CMR,2012,7361019.103,191958.4545,3.740232193,14790526,0,0,0,0,459.4,0,0,0,0
Cuba,CUB,1991,0,0,0,0,24,0,0,0,0,0,1898,183,2081
Dominican Republic,DOM,1972,0,0,0,0,0,0,0,0,0,0,0,0,0
Algeria,DZA,1966,0,0,0,0,240,19,0,0,0,0,0,0,15215
East Asia & Pacific,EAS,1983,242574882.9,8643221.186,0,0,0,0,0,0,0,0,49534,202844,252378
East Asia & Pacific,EAS,1971,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,1998,10000,0,0.073853508,71532,0,0,0,0,0,0,0,0,0
"Gambia, The",GMB,2013,0,0,7.321194574,54418,0,0,0,0,45.1,0,350,56,406
Greece,GRC,1988,13000000,0,2.422256499,72454415,457,205,0,0,0,0,0,0,0
Guatemala,GTM,2005,49400000,4500000,3.380031945,103164427,388,17,0.03495,29.43072,50.9,10.54348,4399,5344,9743
Guatemala,GTM,1991,100000,1600000,0,0,104,31,0,0,0,0,1594,3835,5429
Honduras,HND,1984,1950000,0,0,0,19,4,0,0,0,0,1659,632,2291
Heavily indebted poor countries (HIPC),HPC,2003,68131238.96,43385230.15,3.706430828,119983864,0,0,0,0,1880.234128,0,0,0,0
IDA & IBRD total,IBT,2011,47344824373,3652582887,14.97864725,6.82E+11,247629,492069,1.116143128,0,713026.2928,0,533096,2224568,2786383
Indonesia,IDN,2005,960870000,263330000,16.54892016,6671058414,4069,235,0,0,545.3,0,10082,30734,40816
Ireland,IRL,1971,0,0,0,0,1447,219,0,0,0,0,1982,364,2346
Jordan,JOR,1991,0,0,2.813581398,11292868,0,0,0,0,0,0,0,0,0
Kiribati,KIR,1993,0,9606544.446,0,0,0,0,0,0,0,0,0,0,0
"Korea, Rep.",KOR,1973,0,0,0,0,776,1622,0,0,0,0,3352,6210,9562
Maldives,MDV,1987,0,400000,0,0,0,0,0,0,0,0,0,0,0
Mexico,MEX,1965,0,0,0,0,5117,849,0,0,0,0,0,0,7495
Middle income,MIC,1961,5599997.762,0,0,0,0,0,0,0,0,0,0,0,0
"Macedonia, FYR",MKD,2008,24890350,5837465,0,0,5,34,0.22352,470.98526,293.9,82.2278,4965,1276,6241
Mali,MLI,2007,1001529.873,104326.0285,7.943730463,3650261,0,0,0.21877,0,67.8,0,0,0,33
Mali,MLI,2011,0,387821.8726,3.02189618,5021628,0,0,0,0,88.1,0,0,0,0
Mauritius,MUS,1993,0,0,0.482636493,4957310,4,2,0,0,0,0,279,237,516
Malawi,MWI,1984,0,0,0,0,26,0,0,0,0,0,190,24,214
Namibia,NAM,2001,0.371065271,4697028.752,0.867606715,6009211,0,0,0,0,0,0,0,0,0
Nicaragua,NIC,1982,1000000,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,NPL,1979,0,0,0,0,0,0,0,0,0,0,116,259,375
Qatar,QAT,2013,0,0,0.000580959,27939,323,9,0,0,808.2,0,7182,797,7979
Sub-Saharan Africa,SSF,1996,388207701.4,107888526.4,4.88431065,0,0,0,0,0,0,0,0,0,0
Slovak Republic,SVK,2009,189812861.1,94035107.81,5.703950457,2751909097,63,176,0.47326,2460.22224,3164.3,348.05943,2790,2192,4982
Sweden,SWE,1985,285483698.3,114000090.7,0,0,2322,3840,0,0,0,0,4464,5179,9643
Seychelles,SYC,1977,1046656.913,0,0,0,4,0,0,0,0,0,108,2,110
East Asia & Pacific (IDA & IBRD countries),TEA,2004,8247014007,524803690.3,33.39805068,0,81467,67758,1.104204184,709.2123299,125852.7547,0,105856,618477,724333
Sub-Saharan Africa (IDA & IBRD countries),TSS,2006,1576774105,1460049438,7.658780515,0,0,0,0,0,11260.76009,0,0,0,0
Tanzania,TZA,2007,5319945.667,122,1.501823093,4891077,4,0,0.33957,0,287.6,0,509,47,556
Tanzania,TZA,2015,2007390,197676,0.759900485,8771922,1,1,0,0,547,0,0,0,0
Ukraine,UKR,2010,744000000,132000000,4.336272191,1441024225,2756,2556,0.83295,1332.19791,6073.7,285.94777,11596,16711,28307
Ukraine,UKR,2011,746000000,107000000,4.392417637,1908273982,2604,2649,0.7378,1261.86049,6399.5,263.3599,12516,16837,29353
"Venezuela, RB",VEN,1998,94000000,0,2.60344792,81093347,0,0,0,49.18158,0,0,0,0,0
"Venezuela, RB",VEN,2006,257000000,0,2.413791343,80052664,0,0,0,146.09921,1343.2,0,0,0,0
Samoa,WSM,2004,165490.6784,0,0.083134486,51551,2,0,0,0,4.8,0,122,11,133
"Yemen, Rep.",YEM,2003,0,0,0.521450864,46192,13,16,0,0,31.8,0,1063,1025,2088
Sao Tome and Principe,STP,1986,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,ALB,2015,24570725.86,1944121.659,1.487346477,15123662,5,14,0,0,269,0,2520,509,3029
Albania,ALB,1984,0,0,0,0,0,0,0,0,0,0,0,0,0
Andorra,AND,2008,0,0,13.92621348,15234546,0,0,0,0,1.7,0,696,325,1021
American Samoa,ASM,2004,0,0,0,0,0,0,0,151.86798,0,0,0,0,0
Bulgaria,BGR,1960,0,0,0,0,0,0,0,0,0,0,211,39,250
Brunei Darussalam,BRN,2007,6640964.039,0,15.44695196,42372651,64,0,0,0,42.6,0,808,52,860
Chile,CHL,2013,1355531918,38257351.95,6.036238818,653835351,2732,340,0.39119,335.28419,5358.3,272.42083,9688,23876,33564
Caribbean small states,CSS,1998,77773071.32,24053703.7,11.43873885,53601766,0,0,0,0,0,0,0,0,0
Germany,DEU,1999,4395484307,2690703015,16.48760158,77188078910,9502,50029,2.33936,3107.28263,0,0,14147,71572,85719
East Asia & Pacific (excluding high income),EAP,1974,0,0,0,0,0,0,0,0,0,0,0,0,0
East Asia & Pacific,EAS,1981,194342794.7,5079589.732,0,0,0,0,0,0,0,0,0,0,209603
Europe & Central Asia,ECS,1968,73480662.93,58839778.96,0,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,1990,37000000,0,0.319342187,201282,0,0,0,0,0,0,3563,2399,5962
"Egypt, Arab Rep.",EGY,1960,0,0,0,0,0,0,0,0,0,0,893,801,1694
Euro area,EMU,2002,16176286763,14375040001,17.6417528,2.80E+11,18398,72993,1.835341238,2578.313737,0,0,119531,230530,383669
Eritrea,ERI,2010,0,0,0,0,0,0,0,0,11.7,0,0,0,0
Spain,ESP,1961,0,0,0,0,0,0,0,0,0,0,1950,18244,20194
Finland,FIN,2002,605328066.8,560370114.2,24.14918979,9119367926,207,2162,3.26376,7427.94337,0,0,5602,2831,8433
Finland,FIN,1963,0,0,0,0,1910,686,0,0,0,0,1579,927,2506
"Micronesia, Fed. Sts.",FSM,2009,0,0,0,0,0,0,0,0,2.9,0,0,0,0
United Kingdom,GBR,2005,10074681106,15424618369,27.96387316,82538262330,10155,17833,1.5711,4128.8698,84993.1,689.14618,11314,24186,35500
"Gambia, The",GMB,1978,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gambia, The",GMB,1991,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,HTI,2013,1586440,22765405.81,0,0,11,0,0,0,29,0,1114,622,1736
India,IND,1984,22207099.13,173389.2016,0,0,2291,1003,0,0,0,0,1612,14694,16306
Iraq,IRQ,1967,0,0,0,0,167,9,0,0,0,0,546,264,810
Iraq,IRQ,2004,0,0,0,0,0,0,0,0,90.7,0,0,0,0
Israel,ISR,1969,3000000,0,0,0,2060,231,0,0,0,0,3034,436,3470
Israel,ISR,2017,1390000000,1271200000,0,0,0,0,0,0,0,0,0,0,0
Jordan,JOR,2007,0,0,1.12756016,38553549,507,59,0,0,1086.1,0,4633,4512,9145
Latin America & Caribbean (excluding high income),LAC,1965,0,0,0,0,12452,11322,0,0,0,0,0,0,0
Low & middle income,LMY,1963,15399993.85,1399999.441,0,0,0,0,0,0,0,0,0,0,0
Late-demographic dividend,LTE,1997,2959938086,468737220.4,18.32508987,89015783712,59153,38934,0,789.748112,0,0,175676,217072,475508
Monaco,MCO,2011,0,0,0,0,3,6,0,0,49,0,2631,391,3022
"Macedonia, FYR",MKD,2003,6953248,2297033.7,1.346641154,13164212,23,48,0.2104,549.66288,144.3,67.35583,3608,478,4086
Malta,MLT,1981,2844576.241,0,0,0,17,6,0,0,0,0,355,94,449
Myanmar,MMR,2007,0,0,0,0,0,0,0,0,38.2,0,0,0,0
Malawi,MWI,1964,0,0,0,0,97,0,0,0,0,0,398,8,406
Namibia,NAM,2006,3004599.117,0,6.499242537,100684073,0,0,0,0,34.7,0,897,0,897
Nauru,NRU,2011,0,0,0,0,0,0,0,0,0.7,0,0,0,0
New Zealand,NZL,1992,0,0,5.25105677,124535586,3390,1031,0,0,0,0,4904,3767,8671
OECD members,OED,1986,9570659114,11843266652,0,0,193553,455696,0,0,0,0,194172,441865,656848
Poland,POL,2004,883000000,30000000,3.337117594,1989231014,5359,2381,0.55255,1584.8332,17967.9,261.19166,8408,13776,22184
West Bank and Gaza,PSE,2001,60897.49073,0,0.264386579,441385,0,0,0,0,0,0,0,0,0
Post-demographic dividend,PST,1968,73480662.93,58839778.96,0,0,322096,260259,0,0,0,0,74381,238423,321399
Romania,ROU,1993,0,0,1.065516013,39460188,628,1414,0,0,0,0,4510,1115,5625
Romania,ROU,1964,0,0,0,0,240,13,0,0,0,0,0,0,0
Rwanda,RWA,1978,0,0,0,0,1,0,0,0,0,0,90,4,94
Rwanda,RWA,1991,0,0,0,0,1,0,0,0,0,0,64,9,73
Europe & Central Asia (IDA & IBRD countries),TEC,1998,515282425.3,98714897.06,6.284674905,4925312236,18699,29984,0.65618297,0,0,0,88430,55336,143766
Latin America & the Caribbean (IDA & IBRD countries),TLA,1997,2507601059,287322032.9,9.710786704,19073821332,36674,4595,0,0,0,0,0,0,337660
Ukraine,UKR,2009,644000000,112000000,5.550738184,1385271697,2380,2434,0.85676,1349.71068,5653.3,287.1917,10358,14751,25109
Uruguay,URY,1977,0,0,0,0,142,59,0,0,0,0,1119,1465,2584
Uzbekistan,UZB,2016,0,0,0,0,202,353,0,0,357.4,0,2504,2688,5192
Vietnam,VNM,1995,0,0,0,0,659,23,0,0,0,0,5898,2217,8115
World,WLD,1996,51003665658,57240893447,20.15818854,0,347116,675463,1.970939714,0,0,0,644060,1124702,1864071
IDA only,IDX,1974,574634.06,41544.68668,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,SLB,1976,0,0,0,0,0,0,0,0,0,0,0,0,0
Arab World,ARB,1995,224169818.4,50984681.51,0.903992034,0,2081,795,0,0,0,0,0,0,27767
Arab World,ARB,1979,32085875.1,769401.5832,0,0,2127,165,0,0,0,0,5893,1996,7889
United Arab Emirates,ARE,1997,0,0,0,0,0,0,0,0,0,0,0,0,5050
Argentina,ARG,1967,0,0,0,0,0,0,0,0,0,0,6550,24729,31279
Argentina,ARG,1976,39000000,23000000,0,0,2547,1715,0,0,0,0,2630,25390,28020
Australia,AUS,2002,1184791216,345584849.6,16.51967087,2957074170,20181,2364,1.75453,3749.69542,0,0,13156,26439,39595
Australia,AUS,1970,0,0,0,0,12459,3984,0,0,0,0,0,0,0
Barbados,BRB,2002,24600000,500000,15.9346116,12765733,93,0,0,0,0,0,1032,183,1215
Switzerland,CHE,1993,0,0,15.60990652,9230687861,874,2999,0,0,0,0,13659,6845,20504
Costa Rica,CRI,2012,310560930.4,670.5736267,39.61323371,2719083321,600,10,0.55538,339.69698,315.9,0,5961,6002,11963
Dominica,DMA,2010,1242888.889,10948.14815,0.014970181,2757,0,0,0,0,8.5,0,0,0,0
East Asia & Pacific (excluding high income),EAP,1994,546571426.6,17691597.73,20.66443414,0,18617,11924,0,0,0,0,63461,155777,219238
Ecuador,ECU,1980,22000000,0,0,0,152,35,0,0,0,0,1565,839,2404
Spain,ESP,1960,0,0,0,0,0,0,0,0,0,0,1726,15537,17263
Spain,ESP,1972,0,0,0,0,9265,2488,0,0,0,0,2727,32726,35453
Ethiopia,ETH,1997,0,0,0.336564552,179832,0,0,0,0,0,0,0,0,0
Finland,FIN,1997,504312604.9,93449667.32,19.2186763,6561501942,250,2355,2.61702,5151.61683,0,0,5412,2247,7659
Finland,FIN,2006,0,0,22.30832829,13986615983,202,1816,3.33017,7673.05548,9204,0,3653,3258,6911
United Kingdom,GBR,1965,0,0,0,0,31233,24274,0,0,0,0,5111,9884,14995
"Gambia, The",GMB,1984,0,0,0,0,0,0,0,0,0,0,113,3,116
Guinea-Bissau,GNB,1992,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,GRC,1978,16000000,0,0,0,1250,1510,0,0,0,0,2244,2534,4778
Heavily indebted poor countries (HIPC),HPC,1988,8355410.37,1141521.011,0,0,0,0,0,0,0,0,0,0,0
IBRD only,IBD,2001,9234745393,771739253.4,18.52031012,1.81E+11,125710,80652,0.681951072,0,0,0,314646,712333,1035736
IDA blend,IDB,1994,107358090.8,10599253.9,0,0,0,0,0,0,0,0,0,0,0
Italy,ITA,1996,1026765692,381868067.6,7.895128437,17713247341,1678,6997,0.95124,1338.91133,0,819.62582,10190,1,33674
Italy,ITA,2011,6604960155,4028435222,7.366202698,31191607345,927,8794,1.20796,1778.70461,60842.3,0,5356,37004,42360
Jamaica,JAM,2006,11164167.27,11959991.65,0.113818806,1294491,132,21,0,0,141.2,0,1125,679,1804
Kenya,KEN,1987,1823210.38,8265220.388,0,0,108,0,0,0,0,0,473,497,970
Cambodia,KHM,2015,12465615.56,566332.7458,0.759983541,60108587,65,0,0.11827,30.25697,111.4,60.66415,677,0,677
St. Lucia,LCA,2001,1377777.778,0,7.809497728,434603,7,0,0,0,0,0,538,54,592
St. Lucia,LCA,2005,2381470.37,0,8.50023285,837429,0,0,0,0,2.4,0,0,0,0
Latin America & Caribbean,LCN,2016,11655374828,1074936552,12.13629158,0,49916,8621,0,0,96586.33273,0,152739,390710,544332
Sri Lanka,LKA,2007,0,0,2.084351839,108639372,279,151,0,0,420.6,0,2835,3382,6217
Low & middle income,LMY,1998,4350998485,599695134.6,17.06346897,0,108055,49011,0,0,0,0,0,0,663479
Low & middle income,LMY,2013,55783693987,3664532206,17.66536528,8.11E+11,257238,782548,1.296558071,0,749891.5595,0,536812,2619092,3167225
Maldives,MDV,1986,0,300000,0,0,0,0,0,0,0,0,0,0,0
Malta,MLT,2005,128326059.4,106515344.2,51.99910812,1156793536,0,0,0.52996,1206.2635,77.1,559.06158,1271,403,1674
Myanmar,MMR,2013,0,0,0,0,0,0,0,0,36.7,0,0,0,0
Philippines,PHL,1993,60000000,0,30.28622926,1413760829,1860,178,0,0,0,0,3500,3164,6664
Philippines,PHL,1971,0,0,0,0,1066,58,0,0,0,0,957,939,1896
Philippines,PHL,1977,16000000,0,0,0,1149,127,0,0,0,0,1408,1979,3387
Senegal,SEN,1988,134296.5896,940076.1271,0,0,0,0,0,0,0,0,0,0,0
Sierra Leone,SLE,1974,0,0,0,0,26,0,0,0,0,0,202,14,216
Small states,SST,1987,43056602.79,5202611.716,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,2001,60400000,14400000,5.335968088,442116205,107,301,1.46773,2262.24886,0,1582.26654,6773,1009,7782
Sweden,SWE,1979,186700434.5,90981098.02,0,0,6625,4116,0,0,0,0,3833,2970,6803
Eswatini,SWZ,2000,35064844.3,201734.0967,0.402933034,1948586,0,0,0,0,0,0,1104,0,1104
Eswatini,SWZ,1993,11474591.56,312142.1857,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,2011,1413960.686,1608899.828,2.121708708,5782671,0,0,0,0,9.9,0,0,91,91
Syrian Arab Republic,SYR,1978,0,0,0,0,111,7,0,0,0,0,680,260,940
Togo,TGO,2003,669304.525,0,1.013873078,2453293,0,0,0,26.87742,26.2,17.60281,0,0,0
Togo,TGO,2015,114971.7755,0,0.411953834,1192704,0,0,0,0,78,0,0,0,0
Togo,TGO,1974,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,TON,1980,0,0,0,0,0,0,0,0,0,0,31,0,31
Uganda,UGA,1983,0,0,0,0,16,0,0,0,0,0,80,17,97
St. Vincent and the Grenadines,VCT,1986,0,0,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,1989,143844302.2,12182024.78,0,0,4842,5134,0,0,0,0,3333,6328,9661
Maldives,MDV,1995,0,1550160.985,0,0,0,0,0,0,0,0,0,0,0
Solomon Islands,SLB,1975,0,0,0,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,1986,568919.9056,0,0,0,0,0,0,0,0,0,0,0,0
Arab World,ARB,1999,532460827.8,62633819.25,2.849142724,0,0,809,0,0,0,0,0,0,27560
Arab World,ARB,1973,0,0,0,0,1841,214,0,0,0,0,5982,2118,8100
Antigua and Barbuda,ATG,1999,260000,0,0.7921115,20012,0,0,0,0,0,0,0,0,0
Azerbaijan,AZE,1997,0,0,4.433975234,4932667,0,0,0.3695,0,0,0,1859,0,1859
Burundi,BDI,2015,2162.989761,4198.74483,3.49174225,762143,0,0,0,0,12.2,0,0,0,0
Bangladesh,BGD,2005,4370238.875,415299.5036,0.324630911,27624176,294,50,0,0,610.8,0,1332,6093,7425
Bahrain,BHR,1998,0,0,0,0,0,0,0,0,0,0,2055,198,2253
Bolivia,BOL,2001,5280000,1640000,13.51955724,37717669,0,0,0.29358,123.58207,0,0,3618,846,4464
Cuba,CUB,2015,0,0,0,0,0,0,0.42854,0,1341,0,3392,626,4018
Cyprus,CYP,1992,7340697.14,0,4.129772398,12360399,57,0,0,0,0,0,1513,491,2004
Ecuador,ECU,1968,0,0,0,0,183,33,0,0,0,0,747,431,1178
European Union,EUU,2004,56063482022,51968218038,17.78709022,5.02E+11,36945,103752,1.75040057,2689.649388,414985.1,973.9117406,185540,307147,527905
Finland,FIN,1962,0,0,0,0,0,0,0,0,0,0,1555,1027,2582
Guatemala,GTM,1973,0,0,0,0,192,43,0,0,0,0,944,766,1710
High income,HIC,1972,1374045186,3535342570,0,0,336903,288731,0,0,0,0,79972,341987,449805
Honduras,HND,2003,19117000,811000,1.012169063,2420884,0,0,0.0421,0,10.8,0,3811,1959,5770
IDA blend,IDB,2001,86968653.66,8341347.218,3.092492334,95773524,0,0,0,0,0,0,0,0,0
India,IND,1996,118039538.7,6899307.428,6.872112979,1662488967,6901,1661,0.62772,152.48388,0,111.11821,0,0,43234
India,IND,2012,3990055617,321445174,6.632256486,12434267043,34402,9553,0,0,82182.2,0,14807,176044,190851
"Iran, Islamic Rep.",IRN,2002,0,0,1.534949708,38053545,285,910,0.49734,0,0,0,1239,11784,13023
"Iran, Islamic Rep.",IRN,1963,0,0,0,0,276,80,0,0,0,0,850,1145,1995
Iraq,IRQ,1969,0,0,0,0,113,16,0,0,0,0,346,342,688
Japan,JPN,1975,0,0,0,0,24703,135118,0,0,0,0,11892,143577,155469
Lesotho,LSO,1992,1089633.277,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,LVA,1996,767000,97000,5.203743587,45718132,273,196,0.39723,1154.86077,0,345.7667,3970,724,4694
Middle income,MIC,2000,7260703744,695364813.7,19.87892787,1.88E+11,106503,69264,0.652544629,483.1480244,0,0,324994,573948,907285
Middle income,MIC,1981,801088205.6,111376301.9,0,0,0,0,0,0,0,0,0,0,156192
Myanmar,MMR,2011,0,0,0.201786897,3740373,0,0,0,0,96.4,0,2378,4007,6385
Middle East & North Africa (excluding high income),MNA,2011,420943168.9,51572083.8,2.398118276,2542669253,4703,12594,0,0,51244.8146,0,29976,50898,80874
Mauritius,MUS,1992,0,0,0.455960217,4032847,12,0,0,0,0,0,428,211,639
Mauritius,MUS,1979,0,0,0,0,11,0,0,0,0,0,0,0,0
North America,NAC,2001,20204735427,52022058807,28.69716856,2.00E+11,184711,181476,2.603907888,3560.492434,0,0,56376,199027,255403
Namibia,NAM,2014,8609619.573,2796319.67,2.680863622,83161368,0,0,0.33695,141.41493,94.8,62.55051,2198,364,2562
Niger,NER,1989,877720.1109,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,NPL,2008,0,0,0,0,0,0,0.05436,0,333.1,0,0,0,0
Panama,PAN,1989,9000000,0,0,0,44,6,0,0,0,0,1554,1407,2961
Paraguay,PRY,2000,8600000,0,2.941204412,4826711,211,11,0,0,0,0,8004,5949,13953
Romania,ROU,2016,807871164.1,70169161.83,8.499880691,4297656941,58,1005,0,0,10193.5,0,2042,8262,10304
Rwanda,RWA,2006,0,0,16.28882224,674188,0,0,0,0,18,0,254,26,280
Singapore,SGP,2004,7893430572,303805107.2,56.87614852,94225281972,7944,641,2.10461,4881.85078,7401,465.21897,14089,4840,18929
Sub-Saharan Africa (excluding high income),SSA,1961,5599997.762,0,0,0,0,0,0,0,0,0,0,0,0
Sub-Saharan Africa (excluding high income),SSA,1980,277687653.1,19573045.11,0,0,0,0,0,0,0,0,0,0,0
Sweden,SWE,1998,1006426054,1131988679,19.8214433,13823620910,753,3972,0,0,0,0,7407,7408,14815
East Asia & Pacific (IDA & IBRD countries),TEA,1977,33014106.07,839589.8547,0,0,0,0,0,0,0,0,0,0,0
Europe & Central Asia (IDA & IBRD countries),TEC,1986,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO,1995,0,0,4.992867454,761508,0,0,0,0,0,0,0,0,0
South Asia (IDA & IBRD),TSA,1963,0,0,0,0,4919,911,0,0,0,0,2384,7649,10033
"Venezuela, RB",VEN,1982,0,0,0,0,1893,174,0,0,0,0,2163,8818,10981
Vietnam,VNM,1986,0,0,0,0,2,7,0,0,0,0,1458,73,1531
Vanuatu,VUT,1988,0,0,0,0,0,0,0,0,0,0,0,0,0
San Marino,SMR,1992,0,0,0,0,0,0,0,0,0,0,2490,0,2490
Thailand,THA,1984,49512302.7,39128.02578,0,0,619,49,0,0,0,0,3667,4587,8254
Antigua and Barbuda,ATG,2000,288888.8889,0,0.092391158,1813,0,0,0,0,0,0,622,0,622
Antigua and Barbuda,ATG,1978,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bahamas, The",BHS,1983,3500000.004,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,BRA,2012,4198155186,276418446.3,10.49270307,8820260626,25637,4798,1.12795,0,49184.2,0,31181,120530,151711
Botswana,BWA,1975,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Europe and the Baltics,CEB,1977,0,0,0,0,4967,13396,0,0,0,0,1727,764,2491
Chile,CHL,1984,26000000,0,0,0,602,105,0,0,0,0,4911,6915,11826
China,CHN,2009,11065271082,429452520,27.53404158,3.10E+11,85508,229096,1.66249,863.9263,290330.2,0,65121,741785,806906
Cameroon,CMR,1980,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,COL,2003,75542410,5981750,6.615023429,297321292,1127,82,0.15621,138.34698,676.4,0,7485,8880,16365
Caribbean small states,CSS,1970,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,DEU,1960,0,0,0,0,0,0,0,0,0,0,2318,20843,23161
East Asia & Pacific,EAS,1978,38910772.33,3000000,0,0,0,0,0,0,0,0,0,0,0
Europe & Central Asia,ECS,2014,2.06E+11,1.43E+11,15.5338033,7.69E+11,51881,145990,1.857363323,2914.757044,775796.1205,888.5551455,218327,556856,780670
Ecuador,ECU,1993,45000000,0,3.553065922,7628619,100,21,0,0,0,0,3660,2913,6573
"Egypt, Arab Rep.",EGY,1969,0,0,0,0,632,65,0,0,0,0,558,492,1050
Eritrea,ERI,2002,0,0,0,49,0,0,0,0,0,0,0,0,0
Estonia,EST,2004,18027693.17,3968340.878,13.99565801,669725308,97,27,0.85193,2470.75829,625.1,479.63073,4375,1241,5616
Ethiopia,ETH,2011,2877321.042,0,2.014438186,5201037,0,0,0,0,513.5,0,0,0,0
Fiji,FJI,1974,0,0,0,0,21,1,0,0,0,0,295,57,352
Fiji,FJI,1982,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,GHA,1975,0,0,0,0,52,0,0,0,0,0,319,90,409
Guinea-Bissau,GNB,2012,0,0,0,0,0,0,0,0,12.8,0,0,12,12
Heavily indebted poor countries (HIPC),HPC,2016,245315699.6,63386272.94,0,0,0,0,0,0,6825.070462,0,0,0,0
Hungary,HUN,2005,1107702919,837211660.2,25.82748708,13695032000,497,705,0.9234,1572.70767,5542,454.73617,5456,3515,8971
IBRD only,IBD,2005,20740281975,1715554926,18.42269998,3.93E+11,186497,148015,0.846552808,623.627762,359083.6289,0,383316,1211689,1601017
Ireland,IRL,2007,24017478994,1185355351,27.25762938,28168568620,78,847,1.23452,2892.64578,5520.7,669.57389,3459,1906,5365
Israel,ISR,1961,2000000,0,0,0,0,0,0,0,0,0,1806,446,2252
Israel,ISR,1983,33900000,21800000,0,0,2295,687,0,0,0,0,1481,588,2069
Libya,LBY,2002,0,10000000,0,0,0,0,0,0,0,0,0,0,0
Least developed countries: UN classification,LDC,2002,48031583.93,7329044.45,0,0,0,0,0,0,0,0,0,0,24020
Least developed countries: UN classification,LDC,1999,36742769.33,7386386.957,0,0,0,0,0,0,0,0,0,0,0
Lesotho,LSO,2017,3219584.624,216039.2292,0,0,0,0,0,0,0,0,0,0,0
